chromosome	size	compressedMref	category
chrUn_JTFH01000189v1_decoy	2692	TRUE	decoy
chrUn_JTFH01000190v1_decoy	2691	TRUE	decoy
chrUn_JTFH01000191v1_decoy	2690	TRUE	decoy
chrUn_JTFH01000192v1_decoy	2687	TRUE	decoy
chrUn_JTFH01000193v1_decoy	2677	TRUE	decoy
chrUn_JTFH01000194v1_decoy	2668	TRUE	decoy
chrUn_JTFH01000195v1_decoy	2668	TRUE	decoy
chrUn_JTFH01000196v1_decoy	2663	TRUE	decoy
chrUn_JTFH01000197v1_decoy	2655	TRUE	decoy
chrUn_JTFH01000198v1_decoy	2644	TRUE	decoy
chrUn_JTFH01000199v1_decoy	2642	TRUE	decoy
chrUn_JTFH01000200v1_decoy	2632	TRUE	decoy
chrUn_JTFH01000201v1_decoy	2632	TRUE	decoy
chrUn_JTFH01000202v1_decoy	2628	TRUE	decoy
chrUn_JTFH01000203v1_decoy	2623	TRUE	decoy
chrUn_JTFH01000204v1_decoy	2622	TRUE	decoy
chrUn_JTFH01000205v1_decoy	2619	TRUE	decoy
chrUn_JTFH01000206v1_decoy	2605	TRUE	decoy
chrUn_JTFH01000207v1_decoy	2603	TRUE	decoy
chrUn_JTFH01000208v1_decoy	2601	TRUE	decoy
chrUn_JTFH01000209v1_decoy	2598	TRUE	decoy
chrUn_JTFH01000210v1_decoy	2597	TRUE	decoy
chrUn_JTFH01000211v1_decoy	2596	TRUE	decoy
chrUn_JTFH01000212v1_decoy	2594	TRUE	decoy
chrUn_JTFH01000213v1_decoy	2586	TRUE	decoy
chrUn_JTFH01000214v1_decoy	2585	TRUE	decoy
chrUn_JTFH01000215v1_decoy	2583	TRUE	decoy
chrUn_JTFH01000216v1_decoy	2578	TRUE	decoy
chrUn_JTFH01000217v1_decoy	2569	TRUE	decoy
chrUn_JTFH01000218v1_decoy	2569	TRUE	decoy
chrUn_JTFH01000219v1_decoy	2551	TRUE	decoy
chrUn_JTFH01000220v1_decoy	2548	TRUE	decoy
chrUn_JTFH01000221v1_decoy	2548	TRUE	decoy
chrUn_JTFH01000222v1_decoy	2546	TRUE	decoy
chrUn_JTFH01000223v1_decoy	2545	TRUE	decoy
chrUn_JTFH01000224v1_decoy	2534	TRUE	decoy
chrUn_JTFH01000225v1_decoy	2533	TRUE	decoy
chrUn_JTFH01000226v1_decoy	2522	TRUE	decoy
chrUn_JTFH01000227v1_decoy	2522	TRUE	decoy
chrUn_JTFH01000228v1_decoy	2515	TRUE	decoy
chrUn_JTFH01000229v1_decoy	2513	TRUE	decoy
chrUn_JTFH01000230v1_decoy	2507	TRUE	decoy
chrUn_JTFH01000231v1_decoy	2504	TRUE	decoy
chrUn_JTFH01000232v1_decoy	2497	TRUE	decoy
chrUn_JTFH01000233v1_decoy	2471	TRUE	decoy
chrUn_JTFH01000234v1_decoy	2465	TRUE	decoy
chrUn_JTFH01000235v1_decoy	2464	TRUE	decoy
chrUn_JTFH01000236v1_decoy	2459	TRUE	decoy
chrUn_JTFH01000237v1_decoy	2457	TRUE	decoy
chrUn_JTFH01000238v1_decoy	2450	TRUE	decoy
chrUn_JTFH01000239v1_decoy	2435	TRUE	decoy
chrUn_JTFH01000240v1_decoy	2434	TRUE	decoy
chrUn_JTFH01000241v1_decoy	2432	TRUE	decoy
chrUn_JTFH01000242v1_decoy	2427	TRUE	decoy
chrUn_JTFH01000243v1_decoy	2421	TRUE	decoy
chrUn_JTFH01000244v1_decoy	2420	TRUE	decoy
chrUn_JTFH01000245v1_decoy	2414	TRUE	decoy
chrUn_JTFH01000246v1_decoy	2404	TRUE	decoy
chrUn_JTFH01000247v1_decoy	2403	TRUE	decoy
chrUn_JTFH01000248v1_decoy	2402	TRUE	decoy
chrUn_JTFH01000249v1_decoy	2397	TRUE	decoy
chrUn_JTFH01000250v1_decoy	2395	TRUE	decoy
chrUn_JTFH01000251v1_decoy	2394	TRUE	decoy
chrUn_JTFH01000252v1_decoy	2388	TRUE	decoy
chrUn_JTFH01000253v1_decoy	2382	TRUE	decoy
chrUn_JTFH01000254v1_decoy	2381	TRUE	decoy
chrUn_JTFH01000255v1_decoy	2380	TRUE	decoy
chrUn_JTFH01000256v1_decoy	2368	TRUE	decoy
chrUn_JTFH01000257v1_decoy	2364	TRUE	decoy
chrUn_JTFH01000258v1_decoy	2363	TRUE	decoy
chrUn_JTFH01000259v1_decoy	2348	TRUE	decoy
chrUn_JTFH01000260v1_decoy	2339	TRUE	decoy
chrUn_JTFH01000261v1_decoy	2335	TRUE	decoy
chrUn_JTFH01000262v1_decoy	2332	TRUE	decoy
chrUn_JTFH01000263v1_decoy	2331	TRUE	decoy
chrUn_JTFH01000264v1_decoy	2330	TRUE	decoy
chrUn_JTFH01000265v1_decoy	2323	TRUE	decoy
chrUn_JTFH01000266v1_decoy	2319	TRUE	decoy
chrUn_JTFH01000267v1_decoy	2314	TRUE	decoy
chrUn_JTFH01000268v1_decoy	2308	TRUE	decoy
chrUn_JTFH01000269v1_decoy	2306	TRUE	decoy
chrUn_JTFH01000270v1_decoy	2296	TRUE	decoy
chrUn_JTFH01000271v1_decoy	2287	TRUE	decoy
chrUn_JTFH01000272v1_decoy	2279	TRUE	decoy
chrUn_JTFH01000273v1_decoy	2276	TRUE	decoy
chrUn_JTFH01000274v1_decoy	2273	TRUE	decoy
chrUn_JTFH01000275v1_decoy	2262	TRUE	decoy
chrUn_JTFH01000276v1_decoy	2254	TRUE	decoy
chrUn_JTFH01000277v1_decoy	2252	TRUE	decoy
chrUn_JTFH01000278v1_decoy	2245	TRUE	decoy
chrUn_JTFH01000279v1_decoy	2239	TRUE	decoy
chrUn_JTFH01000280v1_decoy	2223	TRUE	decoy
chrUn_JTFH01000281v1_decoy	2220	TRUE	decoy
chrUn_JTFH01000282v1_decoy	2218	TRUE	decoy
chrUn_JTFH01000283v1_decoy	2215	TRUE	decoy
chrUn_JTFH01000284v1_decoy	2213	TRUE	decoy
chrUn_JTFH01000285v1_decoy	2203	TRUE	decoy
chrUn_JTFH01000286v1_decoy	2200	TRUE	decoy
chrUn_JTFH01000287v1_decoy	2197	TRUE	decoy
chrUn_JTFH01000288v1_decoy	2194	TRUE	decoy
chrUn_JTFH01000289v1_decoy	2183	TRUE	decoy
chrUn_JTFH01000290v1_decoy	2179	TRUE	decoy
chrUn_JTFH01000291v1_decoy	2177	TRUE	decoy
chrUn_JTFH01000292v1_decoy	2177	TRUE	decoy
chrUn_JTFH01000293v1_decoy	2177	TRUE	decoy
chrUn_JTFH01000294v1_decoy	2168	TRUE	decoy
chrUn_JTFH01000295v1_decoy	2160	TRUE	decoy
chrUn_JTFH01000296v1_decoy	2155	TRUE	decoy
chrUn_JTFH01000297v1_decoy	2144	TRUE	decoy
chrUn_JTFH01000298v1_decoy	2143	TRUE	decoy
chrUn_JTFH01000299v1_decoy	2136	TRUE	decoy
chrUn_JTFH01000300v1_decoy	2134	TRUE	decoy
chrUn_JTFH01000301v1_decoy	2129	TRUE	decoy
chrUn_JTFH01000302v1_decoy	2128	TRUE	decoy
chrUn_JTFH01000303v1_decoy	2125	TRUE	decoy
chrUn_JTFH01000304v1_decoy	2125	TRUE	decoy
chrUn_JTFH01000305v1_decoy	2122	TRUE	decoy
chrUn_JTFH01000306v1_decoy	2111	TRUE	decoy
chrUn_JTFH01000307v1_decoy	2106	TRUE	decoy
chrUn_JTFH01000308v1_decoy	2094	TRUE	decoy
chrUn_JTFH01000309v1_decoy	2093	TRUE	decoy
chrUn_JTFH01000310v1_decoy	2088	TRUE	decoy
chrUn_JTFH01000311v1_decoy	2086	TRUE	decoy
chrUn_JTFH01000312v1_decoy	2086	TRUE	decoy
chrUn_JTFH01000313v1_decoy	2084	TRUE	decoy
chrUn_JTFH01000314v1_decoy	2080	TRUE	decoy
chrUn_JTFH01000315v1_decoy	2079	TRUE	decoy
chrUn_JTFH01000316v1_decoy	2076	TRUE	decoy
chrUn_JTFH01000317v1_decoy	2071	TRUE	decoy
chrUn_JTFH01000318v1_decoy	2066	TRUE	decoy
chrUn_JTFH01000319v1_decoy	2061	TRUE	decoy
chrUn_JTFH01000320v1_decoy	2055	TRUE	decoy
chrUn_JTFH01000321v1_decoy	2053	TRUE	decoy
chrUn_JTFH01000322v1_decoy	2040	TRUE	decoy
chrUn_JTFH01000323v1_decoy	2036	TRUE	decoy
chrUn_JTFH01000324v1_decoy	2035	TRUE	decoy
chrUn_JTFH01000325v1_decoy	2034	TRUE	decoy
chrUn_JTFH01000326v1_decoy	2032	TRUE	decoy
chrUn_JTFH01000327v1_decoy	2029	TRUE	decoy
chrUn_JTFH01000328v1_decoy	2025	TRUE	decoy
chrUn_JTFH01000329v1_decoy	2021	TRUE	decoy
chrUn_JTFH01000330v1_decoy	2018	TRUE	decoy
chrUn_JTFH01000331v1_decoy	2015	TRUE	decoy
chrUn_JTFH01000332v1_decoy	2009	TRUE	decoy
chrUn_JTFH01000333v1_decoy	2007	TRUE	decoy
chrUn_JTFH01000334v1_decoy	2005	TRUE	decoy
chrUn_JTFH01000335v1_decoy	2003	TRUE	decoy
chrUn_JTFH01000336v1_decoy	2001	TRUE	decoy
chrUn_JTFH01000337v1_decoy	2001	TRUE	decoy
chrUn_JTFH01000338v1_decoy	2000	TRUE	decoy
chrUn_JTFH01000339v1_decoy	1996	TRUE	decoy
chrUn_JTFH01000340v1_decoy	1992	TRUE	decoy
chrUn_JTFH01000341v1_decoy	1985	TRUE	decoy
chrUn_JTFH01000342v1_decoy	1981	TRUE	decoy
chrUn_JTFH01000343v1_decoy	1977	TRUE	decoy
chrUn_JTFH01000344v1_decoy	1971	TRUE	decoy
chrUn_JTFH01000345v1_decoy	1968	TRUE	decoy
chrUn_JTFH01000346v1_decoy	1962	TRUE	decoy
chrUn_JTFH01000347v1_decoy	1961	TRUE	decoy
chrUn_JTFH01000348v1_decoy	1960	TRUE	decoy
chrUn_JTFH01000349v1_decoy	1960	TRUE	decoy
chrUn_JTFH01000350v1_decoy	1954	TRUE	decoy
chrUn_JTFH01000351v1_decoy	1952	TRUE	decoy
chrUn_JTFH01000352v1_decoy	1947	TRUE	decoy
chrUn_JTFH01000353v1_decoy	1944	TRUE	decoy
chrUn_JTFH01000354v1_decoy	1943	TRUE	decoy
chrUn_JTFH01000355v1_decoy	1941	TRUE	decoy
chrUn_JTFH01000356v1_decoy	1937	TRUE	decoy
chrUn_JTFH01000357v1_decoy	1934	TRUE	decoy
chrUn_JTFH01000358v1_decoy	1929	TRUE	decoy
chrUn_JTFH01000359v1_decoy	1924	TRUE	decoy
chrUn_JTFH01000360v1_decoy	1924	TRUE	decoy
chrUn_JTFH01000361v1_decoy	1923	TRUE	decoy
chrUn_JTFH01000362v1_decoy	1921	TRUE	decoy
chrUn_JTFH01000363v1_decoy	1918	TRUE	decoy
chrUn_JTFH01000364v1_decoy	1915	TRUE	decoy
chrUn_JTFH01000365v1_decoy	1915	TRUE	decoy
chrUn_JTFH01000366v1_decoy	1914	TRUE	decoy
chrUn_JTFH01000367v1_decoy	1912	TRUE	decoy
chrUn_JTFH01000368v1_decoy	1910	TRUE	decoy
chrUn_JTFH01000369v1_decoy	1907	TRUE	decoy
chrUn_JTFH01000370v1_decoy	1904	TRUE	decoy
chrUn_JTFH01000371v1_decoy	1897	TRUE	decoy
chrUn_JTFH01000372v1_decoy	1891	TRUE	decoy
chrUn_JTFH01000373v1_decoy	1890	TRUE	decoy
chrUn_JTFH01000374v1_decoy	1888	TRUE	decoy
chrUn_JTFH01000375v1_decoy	1888	TRUE	decoy
chrUn_JTFH01000376v1_decoy	1885	TRUE	decoy
chrUn_JTFH01000377v1_decoy	1881	TRUE	decoy
chrUn_JTFH01000378v1_decoy	1879	TRUE	decoy
chrUn_JTFH01000379v1_decoy	1877	TRUE	decoy
chrUn_JTFH01000380v1_decoy	1876	TRUE	decoy
chrUn_JTFH01000381v1_decoy	1876	TRUE	decoy
chrUn_JTFH01000382v1_decoy	1874	TRUE	decoy
chrUn_JTFH01000383v1_decoy	1872	TRUE	decoy
chrUn_JTFH01000384v1_decoy	1869	TRUE	decoy
chrUn_JTFH01000385v1_decoy	1866	TRUE	decoy
chrUn_JTFH01000386v1_decoy	1865	TRUE	decoy
chrUn_JTFH01000387v1_decoy	1865	TRUE	decoy
chrUn_JTFH01000388v1_decoy	1865	TRUE	decoy
chrUn_JTFH01000389v1_decoy	1862	TRUE	decoy
chrUn_JTFH01000390v1_decoy	1862	TRUE	decoy
chrUn_JTFH01000391v1_decoy	1859	TRUE	decoy
chrUn_JTFH01000392v1_decoy	1856	TRUE	decoy
chrUn_JTFH01000393v1_decoy	1856	TRUE	decoy
chrUn_JTFH01000394v1_decoy	1854	TRUE	decoy
chrUn_JTFH01000395v1_decoy	1850	TRUE	decoy
chrUn_JTFH01000396v1_decoy	1849	TRUE	decoy
chrUn_JTFH01000397v1_decoy	1849	TRUE	decoy
chrUn_JTFH01000398v1_decoy	1847	TRUE	decoy
chrUn_JTFH01000399v1_decoy	1839	TRUE	decoy
chrUn_JTFH01000400v1_decoy	1834	TRUE	decoy
chrUn_JTFH01000401v1_decoy	1821	TRUE	decoy
chrUn_JTFH01000402v1_decoy	1815	TRUE	decoy
chrUn_JTFH01000403v1_decoy	1811	TRUE	decoy
chrUn_JTFH01000404v1_decoy	1808	TRUE	decoy
chrUn_JTFH01000405v1_decoy	1808	TRUE	decoy
chrUn_JTFH01000406v1_decoy	1807	TRUE	decoy
chrUn_JTFH01000407v1_decoy	1807	TRUE	decoy
chrUn_JTFH01000408v1_decoy	1802	TRUE	decoy
chrUn_JTFH01000409v1_decoy	1801	TRUE	decoy
chrUn_JTFH01000410v1_decoy	1800	TRUE	decoy
chrUn_JTFH01000411v1_decoy	1795	TRUE	decoy
chrUn_JTFH01000412v1_decoy	1794	TRUE	decoy
chrUn_JTFH01000413v1_decoy	1792	TRUE	decoy
chrUn_JTFH01000414v1_decoy	1788	TRUE	decoy
chrUn_JTFH01000415v1_decoy	1786	TRUE	decoy
chrUn_JTFH01000416v1_decoy	1782	TRUE	decoy
chrUn_JTFH01000417v1_decoy	1782	TRUE	decoy
chrUn_JTFH01000418v1_decoy	1781	TRUE	decoy
chrUn_JTFH01000419v1_decoy	1781	TRUE	decoy
chrUn_JTFH01000420v1_decoy	1779	TRUE	decoy
chrUn_JTFH01000421v1_decoy	1777	TRUE	decoy
chrUn_JTFH01000422v1_decoy	1764	TRUE	decoy
chrUn_JTFH01000423v1_decoy	1762	TRUE	decoy
chrUn_JTFH01000424v1_decoy	1755	TRUE	decoy
chrUn_JTFH01000425v1_decoy	1749	TRUE	decoy
chrUn_JTFH01000426v1_decoy	1747	TRUE	decoy
chrUn_JTFH01000427v1_decoy	1746	TRUE	decoy
chrUn_JTFH01000428v1_decoy	1745	TRUE	decoy
chrUn_JTFH01000429v1_decoy	1744	TRUE	decoy
chrUn_JTFH01000430v1_decoy	1742	TRUE	decoy
chrUn_JTFH01000431v1_decoy	1740	TRUE	decoy
chrUn_JTFH01000432v1_decoy	1740	TRUE	decoy
chrUn_JTFH01000433v1_decoy	1736	TRUE	decoy
chrUn_JTFH01000434v1_decoy	1735	TRUE	decoy
chrUn_JTFH01000435v1_decoy	1732	TRUE	decoy
chrUn_JTFH01000436v1_decoy	1732	TRUE	decoy
chrUn_JTFH01000437v1_decoy	1730	TRUE	decoy
chrUn_JTFH01000438v1_decoy	1727	TRUE	decoy
chrUn_JTFH01000439v1_decoy	1722	TRUE	decoy
chrUn_JTFH01000440v1_decoy	1718	TRUE	decoy
chrUn_JTFH01000441v1_decoy	1716	TRUE	decoy
chrUn_JTFH01000442v1_decoy	1710	TRUE	decoy
chrUn_JTFH01000443v1_decoy	1708	TRUE	decoy
chrUn_JTFH01000444v1_decoy	1707	TRUE	decoy
chrUn_JTFH01000445v1_decoy	1706	TRUE	decoy
chrUn_JTFH01000446v1_decoy	1705	TRUE	decoy
chrUn_JTFH01000447v1_decoy	1704	TRUE	decoy
chrUn_JTFH01000448v1_decoy	1699	TRUE	decoy
chrUn_JTFH01000449v1_decoy	1698	TRUE	decoy
chrUn_JTFH01000450v1_decoy	1697	TRUE	decoy
chrUn_JTFH01000451v1_decoy	1697	TRUE	decoy
chrUn_JTFH01000452v1_decoy	1695	TRUE	decoy
chrUn_JTFH01000453v1_decoy	1695	TRUE	decoy
chrUn_JTFH01000454v1_decoy	1693	TRUE	decoy
chrUn_JTFH01000455v1_decoy	1687	TRUE	decoy
chrUn_JTFH01000456v1_decoy	1686	TRUE	decoy
chrUn_JTFH01000457v1_decoy	1680	TRUE	decoy
chrUn_JTFH01000458v1_decoy	1679	TRUE	decoy
chrUn_JTFH01000459v1_decoy	1679	TRUE	decoy
chrUn_JTFH01000460v1_decoy	1678	TRUE	decoy
chrUn_JTFH01000461v1_decoy	1674	TRUE	decoy
chrUn_JTFH01000462v1_decoy	1674	TRUE	decoy
chrUn_JTFH01000463v1_decoy	1671	TRUE	decoy
chrUn_JTFH01000464v1_decoy	1669	TRUE	decoy
chrUn_JTFH01000465v1_decoy	1665	TRUE	decoy
chrUn_JTFH01000466v1_decoy	1663	TRUE	decoy
chrUn_JTFH01000467v1_decoy	1657	TRUE	decoy
chrUn_JTFH01000468v1_decoy	1653	TRUE	decoy
chrUn_JTFH01000469v1_decoy	1652	TRUE	decoy
chrUn_JTFH01000470v1_decoy	1650	TRUE	decoy
chrUn_JTFH01000471v1_decoy	1649	TRUE	decoy
chrUn_JTFH01000472v1_decoy	1649	TRUE	decoy
chrUn_JTFH01000473v1_decoy	1640	TRUE	decoy
chrUn_JTFH01000474v1_decoy	1638	TRUE	decoy
chrUn_JTFH01000475v1_decoy	1636	TRUE	decoy
chrUn_JTFH01000476v1_decoy	1632	TRUE	decoy
chrUn_JTFH01000477v1_decoy	1631	TRUE	decoy
chrUn_JTFH01000478v1_decoy	1630	TRUE	decoy
chrUn_JTFH01000479v1_decoy	1627	TRUE	decoy
chrUn_JTFH01000480v1_decoy	1624	TRUE	decoy
chrUn_JTFH01000481v1_decoy	1617	TRUE	decoy
chrUn_JTFH01000482v1_decoy	1616	TRUE	decoy
chrUn_JTFH01000483v1_decoy	1615	TRUE	decoy
chrUn_JTFH01000484v1_decoy	1611	TRUE	decoy
chrUn_JTFH01000485v1_decoy	1611	TRUE	decoy
chrUn_JTFH01000486v1_decoy	1606	TRUE	decoy
chrUn_JTFH01000487v1_decoy	1605	TRUE	decoy
chrUn_JTFH01000488v1_decoy	1605	TRUE	decoy
chrUn_JTFH01000489v1_decoy	1600	TRUE	decoy
chrUn_JTFH01000490v1_decoy	1598	TRUE	decoy
chrUn_JTFH01000491v1_decoy	1598	TRUE	decoy
chrUn_JTFH01000492v1_decoy	1597	TRUE	decoy
chrUn_JTFH01000493v1_decoy	1596	TRUE	decoy
chrUn_JTFH01000494v1_decoy	1595	TRUE	decoy
chrUn_JTFH01000495v1_decoy	1592	TRUE	decoy
chrUn_JTFH01000496v1_decoy	1589	TRUE	decoy
chrUn_JTFH01000497v1_decoy	1585	TRUE	decoy
chrUn_JTFH01000498v1_decoy	1579	TRUE	decoy
chrUn_JTFH01000499v1_decoy	1578	TRUE	decoy
chrUn_JTFH01000500v1_decoy	1577	TRUE	decoy
chrUn_JTFH01000501v1_decoy	1577	TRUE	decoy
chrUn_JTFH01000502v1_decoy	1577	TRUE	decoy
chrUn_JTFH01000503v1_decoy	1576	TRUE	decoy
chrUn_JTFH01000504v1_decoy	1575	TRUE	decoy
chrUn_JTFH01000505v1_decoy	1574	TRUE	decoy
chrUn_JTFH01000506v1_decoy	1572	TRUE	decoy
chrUn_JTFH01000507v1_decoy	1571	TRUE	decoy
chrUn_JTFH01000508v1_decoy	1563	TRUE	decoy
chrUn_JTFH01000509v1_decoy	1561	TRUE	decoy
chrUn_JTFH01000510v1_decoy	1561	TRUE	decoy
chrUn_JTFH01000511v1_decoy	1560	TRUE	decoy
chrUn_JTFH01000512v1_decoy	1560	TRUE	decoy
chrUn_JTFH01000513v1_decoy	1554	TRUE	decoy
chrUn_JTFH01000514v1_decoy	1552	TRUE	decoy
chrUn_JTFH01000515v1_decoy	1548	TRUE	decoy
chrUn_JTFH01000516v1_decoy	1546	TRUE	decoy
chrUn_JTFH01000517v1_decoy	1541	TRUE	decoy
chrUn_JTFH01000518v1_decoy	1536	TRUE	decoy
chrUn_JTFH01000519v1_decoy	1533	TRUE	decoy
chrUn_JTFH01000520v1_decoy	1532	TRUE	decoy
chrUn_JTFH01000521v1_decoy	1532	TRUE	decoy
chrUn_JTFH01000522v1_decoy	1530	TRUE	decoy
chrUn_JTFH01000523v1_decoy	1527	TRUE	decoy
chrUn_JTFH01000524v1_decoy	1526	TRUE	decoy
chrUn_JTFH01000525v1_decoy	1524	TRUE	decoy
chrUn_JTFH01000526v1_decoy	1523	TRUE	decoy
chrUn_JTFH01000527v1_decoy	1523	TRUE	decoy
chrUn_JTFH01000528v1_decoy	1522	TRUE	decoy
chrUn_JTFH01000529v1_decoy	1522	TRUE	decoy
chrUn_JTFH01000530v1_decoy	1519	TRUE	decoy
chrUn_JTFH01000531v1_decoy	1513	TRUE	decoy
chrUn_JTFH01000532v1_decoy	1508	TRUE	decoy
chrUn_JTFH01000533v1_decoy	1508	TRUE	decoy
chrUn_JTFH01000534v1_decoy	1505	TRUE	decoy
chrUn_JTFH01000535v1_decoy	1503	TRUE	decoy
chrUn_JTFH01000536v1_decoy	1496	TRUE	decoy
chrUn_JTFH01000537v1_decoy	1491	TRUE	decoy
chrUn_JTFH01000538v1_decoy	1490	TRUE	decoy
chrUn_JTFH01000539v1_decoy	1490	TRUE	decoy
chrUn_JTFH01000540v1_decoy	1487	TRUE	decoy
chrUn_JTFH01000541v1_decoy	1486	TRUE	decoy
chrUn_JTFH01000542v1_decoy	1485	TRUE	decoy
chrUn_JTFH01000543v1_decoy	1484	TRUE	decoy
chrUn_JTFH01000544v1_decoy	1483	TRUE	decoy
chrUn_JTFH01000545v1_decoy	1479	TRUE	decoy
chrUn_JTFH01000546v1_decoy	1479	TRUE	decoy
chrUn_JTFH01000547v1_decoy	1476	TRUE	decoy
chrUn_JTFH01000548v1_decoy	1475	TRUE	decoy
chrUn_JTFH01000549v1_decoy	1472	TRUE	decoy
chrUn_JTFH01000550v1_decoy	1469	TRUE	decoy
chrUn_JTFH01000551v1_decoy	1468	TRUE	decoy
chrUn_JTFH01000552v1_decoy	1467	TRUE	decoy
chrUn_JTFH01000553v1_decoy	1465	TRUE	decoy
chrUn_JTFH01000554v1_decoy	1464	TRUE	decoy
chrUn_JTFH01000555v1_decoy	1463	TRUE	decoy
chrUn_JTFH01000556v1_decoy	1463	TRUE	decoy
chrUn_JTFH01000557v1_decoy	1459	TRUE	decoy
chrUn_JTFH01000558v1_decoy	1459	TRUE	decoy
chrUn_JTFH01000559v1_decoy	1458	TRUE	decoy
chrUn_JTFH01000560v1_decoy	1458	TRUE	decoy
chrUn_JTFH01000561v1_decoy	1454	TRUE	decoy
chrUn_JTFH01000562v1_decoy	1449	TRUE	decoy
chrUn_JTFH01000563v1_decoy	1449	TRUE	decoy
chrUn_JTFH01000564v1_decoy	1448	TRUE	decoy
chrUn_JTFH01000565v1_decoy	1446	TRUE	decoy
chrUn_JTFH01000566v1_decoy	1442	TRUE	decoy
chrUn_JTFH01000567v1_decoy	1441	TRUE	decoy
chrUn_JTFH01000568v1_decoy	1440	TRUE	decoy
chrUn_JTFH01000569v1_decoy	1439	TRUE	decoy
chrUn_JTFH01000570v1_decoy	1437	TRUE	decoy
chrUn_JTFH01000571v1_decoy	1436	TRUE	decoy
chrUn_JTFH01000572v1_decoy	1429	TRUE	decoy
chrUn_JTFH01000573v1_decoy	1429	TRUE	decoy
chrUn_JTFH01000574v1_decoy	1427	TRUE	decoy
chrUn_JTFH01000575v1_decoy	1426	TRUE	decoy
chrUn_JTFH01000576v1_decoy	1425	TRUE	decoy
chrUn_JTFH01000577v1_decoy	1424	TRUE	decoy
chrUn_JTFH01000578v1_decoy	1424	TRUE	decoy
chrUn_JTFH01000579v1_decoy	1423	TRUE	decoy
chrUn_JTFH01000580v1_decoy	1423	TRUE	decoy
chrUn_JTFH01000581v1_decoy	1423	TRUE	decoy
chrUn_JTFH01000582v1_decoy	1414	TRUE	decoy
chrUn_JTFH01000583v1_decoy	1414	TRUE	decoy
chrUn_JTFH01000584v1_decoy	1413	TRUE	decoy
chrUn_JTFH01000585v1_decoy	1413	TRUE	decoy
chrUn_JTFH01000586v1_decoy	1410	TRUE	decoy
chrUn_JTFH01000587v1_decoy	1409	TRUE	decoy
chrUn_JTFH01000588v1_decoy	1409	TRUE	decoy
chrUn_JTFH01000589v1_decoy	1406	TRUE	decoy
chrUn_JTFH01000590v1_decoy	1405	TRUE	decoy
chrUn_JTFH01000591v1_decoy	1405	TRUE	decoy
chrUn_JTFH01000592v1_decoy	1404	TRUE	decoy
chrUn_JTFH01000593v1_decoy	1404	TRUE	decoy
chrUn_JTFH01000594v1_decoy	1402	TRUE	decoy
chrUn_JTFH01000595v1_decoy	1402	TRUE	decoy
chrUn_JTFH01000596v1_decoy	1402	TRUE	decoy
chrUn_JTFH01000597v1_decoy	1402	TRUE	decoy
chrUn_JTFH01000598v1_decoy	1400	TRUE	decoy
chrUn_JTFH01000599v1_decoy	1398	TRUE	decoy
chrUn_JTFH01000600v1_decoy	1396	TRUE	decoy
chrUn_JTFH01000601v1_decoy	1395	TRUE	decoy
chrUn_JTFH01000602v1_decoy	1394	TRUE	decoy
chrUn_JTFH01000603v1_decoy	1393	TRUE	decoy
chrUn_JTFH01000604v1_decoy	1391	TRUE	decoy
chrUn_JTFH01000605v1_decoy	1389	TRUE	decoy
chrUn_JTFH01000606v1_decoy	1389	TRUE	decoy
chrUn_JTFH01000607v1_decoy	1388	TRUE	decoy
chrUn_JTFH01000608v1_decoy	1387	TRUE	decoy
chrUn_JTFH01000609v1_decoy	1384	TRUE	decoy
chrUn_JTFH01000610v1_decoy	1381	TRUE	decoy
chrUn_JTFH01000611v1_decoy	1381	TRUE	decoy
chrUn_JTFH01000612v1_decoy	1379	TRUE	decoy
chrUn_JTFH01000613v1_decoy	1377	TRUE	decoy
chrUn_JTFH01000614v1_decoy	1376	TRUE	decoy
chrUn_JTFH01000615v1_decoy	1376	TRUE	decoy
chrUn_JTFH01000616v1_decoy	1375	TRUE	decoy
chrUn_JTFH01000617v1_decoy	1374	TRUE	decoy
chrUn_JTFH01000618v1_decoy	1372	TRUE	decoy
chrUn_JTFH01000619v1_decoy	1371	TRUE	decoy
chrUn_JTFH01000620v1_decoy	1370	TRUE	decoy
chrUn_JTFH01000621v1_decoy	1370	TRUE	decoy
chrUn_JTFH01000622v1_decoy	1366	TRUE	decoy
chrUn_JTFH01000623v1_decoy	1363	TRUE	decoy
chrUn_JTFH01000624v1_decoy	1360	TRUE	decoy
chrUn_JTFH01000625v1_decoy	1356	TRUE	decoy
chrUn_JTFH01000626v1_decoy	1355	TRUE	decoy
chrUn_JTFH01000627v1_decoy	1355	TRUE	decoy
chrUn_JTFH01000628v1_decoy	1352	TRUE	decoy
chrUn_JTFH01000629v1_decoy	1345	TRUE	decoy
chrUn_JTFH01000630v1_decoy	1344	TRUE	decoy
chrUn_JTFH01000631v1_decoy	1344	TRUE	decoy
chrUn_JTFH01000632v1_decoy	1342	TRUE	decoy
chrUn_JTFH01000633v1_decoy	1342	TRUE	decoy
chrUn_JTFH01000634v1_decoy	1336	TRUE	decoy
chrUn_JTFH01000635v1_decoy	1334	TRUE	decoy
chrUn_JTFH01000636v1_decoy	1334	TRUE	decoy
chrUn_JTFH01000637v1_decoy	1333	TRUE	decoy
chrUn_JTFH01000638v1_decoy	1332	TRUE	decoy
chrUn_JTFH01000639v1_decoy	1328	TRUE	decoy
